customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag
9496-IVVRP,FEMALE,NO,YES,YES,11,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),51.0,581.7,NO,0
2207-OBZNX,MALE,NO,NO,NO,7,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,51.0,354.05,YES,1
2657-VPXTA,FEMALE,NO,YES,YES,10,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,88.85,929.45,NO,0
6551-VLJMV,MALE,NO,YES,NO,34,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),20.05,679.0,NO,0
1221-GHZEP,FEMALE,NO,NO,NO,62,YES,NO,DSL,YES,NO,NO,YES,NO,YES,TWO YEAR,YES,MAILED CHECK,65.1,3846.75,NO,0
9289-LBQVU,MALE,NO,YES,NO,64,YES,YES,DSL,NO,YES,NO,YES,NO,YES,ONE YEAR,YES,MAILED CHECK,70.15,4480.7,NO,0
6142-VSJQO,FEMALE,NO,YES,YES,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),44.35,44.35,YES,1
3458-IDMFK,MALE,NO,NO,NO,25,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,MAILED CHECK,20.75,499.4,NO,0
6933-FHBZC,FEMALE,NO,NO,NO,26,YES,NO,DSL,NO,YES,YES,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,56.05,1553.2,NO,0
0221-NAUXK,MALE,NO,NO,YES,10,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),19.95,219.5,NO,0
9770-KXGQU,FEMALE,NO,NO,NO,53,YES,YES,FIBER OPTIC,YES,YES,YES,NO,YES,NO,ONE YEAR,NO,MAILED CHECK,98.6,5311.85,NO,0
6437-UKHMV,FEMALE,NO,NO,NO,7,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.7,586.05,YES,1
6538-POCHL,MALE,NO,NO,NO,33,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),79.0,2576.8,NO,0
6726-NNFWD,FEMALE,YES,YES,NO,71,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),89.45,6435.25,NO,0
3002-WQZWT,FEMALE,NO,NO,NO,29,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.2,1993.25,NO,0
4277-UDIEF,MALE,NO,YES,YES,24,YES,YES,DSL,YES,NO,NO,YES,YES,YES,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),81.0,1923.85,NO,0
1208-NBVFH,MALE,NO,YES,YES,20,YES,NO,DSL,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,49.6,939.8,NO,0
4912-PIGUY,FEMALE,NO,NO,NO,1,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.6,84.6,NO,0
1114-CENIM,MALE,NO,NO,YES,54,YES,YES,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),55.0,3092.65,YES,1
6060-DRTNL,FEMALE,YES,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,84.85,415.55,YES,1
2725-TTRIQ,FEMALE,NO,YES,YES,72,YES,YES,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),84.2,5986.55,NO,0
3374-TTZTK,MALE,NO,YES,NO,52,YES,NO,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,106.3,5487.0,NO,0
8990-ZXLSU,FEMALE,NO,NO,NO,9,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,69.05,651.5,NO,0
2275-RBYQS,FEMALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,45.4,45.4,NO,0
8473-VUVJN,MALE,YES,NO,NO,1,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,73.65,73.65,YES,1
6289-CPNLD,MALE,NO,YES,YES,33,YES,NO,DSL,NO,NO,YES,YES,YES,YES,ONE YEAR,YES,MAILED CHECK,73.9,2405.05,YES,1
5536-SLHPM,FEMALE,NO,YES,NO,55,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,77.75,4458.15,YES,1
4419-UJMUS,MALE,NO,YES,YES,69,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,99.35,6856.45,NO,0
7794-JASDG,MALE,NO,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,50.75,50.75,NO,0
7609-YBPXG,MALE,NO,NO,NO,54,YES,YES,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),87.1,4735.2,NO,0
5519-TEEUH,MALE,NO,NO,YES,33,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,MAILED CHECK,20.15,682.15,NO,0
7856-GANIL,MALE,YES,YES,NO,45,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),98.7,4525.8,NO,0
0804-XBFBV,FEMALE,NO,NO,YES,11,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,25.2,321.05,NO,0
2676-OXPPQ,MALE,NO,NO,NO,6,YES,NO,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),55.7,335.65,NO,0
3703-TTEPD,MALE,NO,NO,NO,21,YES,NO,DSL,YES,NO,YES,NO,YES,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),65.35,1424.4,NO,0
2799-TSLAG,FEMALE,NO,YES,YES,65,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),25.3,1748.55,NO,0
0196-VULGZ,FEMALE,YES,YES,NO,6,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.35,474.9,YES,1
8837-VVWLQ,FEMALE,NO,NO,NO,8,YES,NO,FIBER OPTIC,YES,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,84.95,668.4,YES,1
2696-NARTR,MALE,NO,NO,NO,11,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,73.85,926.25,YES,1
2208-NKVVH,MALE,NO,YES,YES,43,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,24.25,1077.95,NO,0
7614-QVWQL,MALE,NO,YES,YES,49,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),51.8,2541.25,YES,1
1976-CFOCS,FEMALE,YES,YES,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,46.0,46.0,YES,1
4631-OACRM,MALE,YES,NO,NO,15,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.4,1156.1,YES,1
7139-JZFVG,MALE,NO,YES,YES,60,YES,NO,DSL,YES,YES,YES,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),60.5,3694.45,NO,0
4987-GQWPO,MALE,NO,NO,NO,17,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),25.1,382.8,NO,0
3755-JBMNH,MALE,YES,YES,NO,16,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),71.8,1167.8,YES,1
1757-TCATG,MALE,NO,YES,YES,35,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),20.05,746.75,NO,0
6345-ULYRW,MALE,YES,YES,NO,44,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,YES,ONE YEAR,NO,MAILED CHECK,88.4,3912.9,YES,1
4776-XSKYQ,FEMALE,NO,YES,YES,12,NO,NO PHONE SERVICE,DSL,NO,NO,NO,YES,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),30.25,368.85,NO,0
8048-DSDFQ,MALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.2,20.2,NO,0
5753-QQWPW,FEMALE,NO,NO,NO,28,YES,NO,DSL,YES,YES,NO,YES,NO,NO,ONE YEAR,YES,ELECTRONIC CHECK,59.9,1654.7,NO,0
6010-DDPPW,MALE,NO,YES,NO,70,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),25.15,1940.85,NO,0
1809-DMJHQ,FEMALE,NO,NO,YES,5,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,46.0,221.7,YES,1
6693-FRIRW,MALE,NO,NO,NO,18,YES,NO,FIBER OPTIC,NO,YES,YES,NO,YES,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),101.3,1794.65,NO,0
6586-MYGKD,MALE,NO,YES,NO,70,YES,YES,DSL,YES,NO,NO,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),76.95,5289.8,NO,0
3173-NVMPX,FEMALE,NO,YES,YES,9,YES,YES,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,55.3,501.2,NO,0
0248-PGHBZ,FEMALE,YES,NO,NO,67,YES,NO,FIBER OPTIC,YES,YES,NO,YES,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),92.45,6140.85,NO,0
0623-GDISB,FEMALE,NO,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),48.45,48.45,NO,0
2892-GESUL,FEMALE,NO,YES,YES,18,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,19.35,309.25,NO,0
6923-EFPNL,MALE,NO,NO,NO,4,YES,YES,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),51.75,201.1,YES,1
7472-EQOAV,MALE,YES,YES,YES,71,YES,NO,FIBER OPTIC,YES,YES,YES,NO,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),86.7,6179.35,NO,0
9574-RKJIF,MALE,NO,YES,YES,30,YES,YES,FIBER OPTIC,YES,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.4,2838.7,YES,1
2043-WVTQJ,MALE,NO,YES,NO,1,YES,NO,DSL,YES,NO,YES,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,55.7,55.7,NO,0
8034-RYTVV,FEMALE,NO,NO,NO,55,YES,YES,FIBER OPTIC,YES,NO,YES,NO,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),84.25,4589.85,NO,0
3863-QSTYI,MALE,NO,NO,NO,59,YES,NO,DSL,NO,NO,YES,YES,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,64.65,3735.45,NO,0
2619-WFQWU,FEMALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,70.15,70.15,YES,1
5044-LRQAQ,FEMALE,NO,YES,NO,7,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),69.2,477.55,NO,0
1716-LSAMB,MALE,NO,YES,YES,45,YES,NO,DSL,YES,NO,NO,YES,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),54.65,2553.7,NO,0
1333-PBMXB,FEMALE,NO,YES,YES,54,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),24.75,1342.15,NO,0
6546-OPBBH,MALE,NO,YES,YES,51,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,YES,MAILED CHECK,23.95,1216.35,NO,0
5985-BEHZK,FEMALE,YES,YES,NO,72,YES,YES,FIBER OPTIC,NO,YES,YES,NO,YES,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),105.0,7578.05,NO,0
9127-QRZMH,MALE,NO,YES,NO,44,YES,NO,DSL,YES,YES,NO,YES,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),59.85,2603.95,NO,0
5919-VCZYM,MALE,NO,NO,NO,2,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.05,42.7,NO,0
9644-KVCNC,FEMALE,NO,NO,NO,66,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),92.15,6056.9,NO,0
2137-DQMEV,MALE,NO,YES,YES,68,NO,NO PHONE SERVICE,DSL,YES,YES,NO,NO,YES,NO,ONE YEAR,NO,MAILED CHECK,44.8,2983.65,NO,0
8174-LNWMW,FEMALE,NO,NO,NO,31,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),20.9,689.35,NO,0
9279-CJEOJ,FEMALE,YES,NO,NO,21,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),95.4,2025.1,NO,0
7964-VEXDG,MALE,NO,NO,YES,21,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.35,1747.2,NO,0
2404-JIBFC,FEMALE,NO,YES,YES,55,YES,YES,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),85.1,4657.95,NO,0
0778-NELLA,MALE,NO,NO,NO,9,NO,NO PHONE SERVICE,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),34.7,296.1,YES,1
8029-XYPWT,MALE,YES,YES,NO,71,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),115.05,8016.6,NO,0
4614-NUVZD,FEMALE,NO,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.1,81.1,YES,1
4632-PAOYU,MALE,NO,YES,YES,22,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,MAILED CHECK,19.95,433.5,NO,0
3803-KMQFW,FEMALE,NO,YES,YES,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.55,20.55,YES,1
6804-GDMOI,FEMALE,NO,NO,NO,61,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,106.6,6428.4,YES,1
2990-OGYTD,FEMALE,NO,YES,NO,67,YES,YES,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),86.15,5883.85,NO,0
6646-JPPHA,FEMALE,YES,NO,NO,14,YES,NO,FIBER OPTIC,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,78.85,1043.8,NO,0
9572-MTILT,MALE,NO,YES,NO,59,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,106.75,6252.9,YES,1
7658-UYUQS,MALE,YES,YES,NO,21,YES,NO,FIBER OPTIC,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),86.55,1857.25,NO,0
7880-XSOJX,MALE,NO,NO,NO,4,NO,NO PHONE SERVICE,DSL,YES,YES,NO,YES,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,42.4,146.4,NO,0
9611-CTWIH,FEMALE,NO,NO,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.45,240.45,YES,1
4589-IUAJB,MALE,NO,YES,NO,70,YES,YES,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),24.25,1724.15,NO,0
0329-GTIAJ,FEMALE,NO,NO,NO,3,YES,NO,FIBER OPTIC,NO,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,97.9,315.3,YES,1
8746-BFOAJ,MALE,YES,NO,NO,21,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),20.5,429.55,NO,0
8457-XIGKN,MALE,NO,NO,NO,20,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),19.6,356.15,NO,0
6072-NUQCB,MALE,NO,YES,YES,22,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),20.25,488.25,NO,0
6629-CZTTH,MALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,YES,MAILED CHECK,55.7,55.7,YES,1
8838-GPHZP,FEMALE,NO,NO,NO,63,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,YES,MAILED CHECK,20.6,1298.7,NO,0
8750-QWZAJ,FEMALE,NO,YES,YES,70,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.8,1378.75,NO,0
5364-EVNIB,MALE,NO,NO,NO,13,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.8,973.45,YES,1
6918-UMQCG,FEMALE,NO,NO,NO,5,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,80.2,384.25,NO,0
0675-NCDYU,FEMALE,NO,YES,YES,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),116.4,8543.25,NO,0
6339-DKLMK,FEMALE,NO,NO,NO,13,NO,NO PHONE SERVICE,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,31.65,389.95,NO,0
1346-PJWTK,MALE,NO,YES,NO,61,YES,NO,FIBER OPTIC,NO,YES,YES,YES,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),94.15,5731.85,NO,0
5088-QZLRL,MALE,NO,NO,NO,1,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,20.65,20.65,NO,0
8023-QHAIO,FEMALE,YES,YES,NO,56,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),76.85,4275.75,NO,0
4397-FRLTA,FEMALE,NO,NO,NO,4,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,MAILED CHECK,20.15,84.5,NO,0
3057-VJJQE,MALE,NO,NO,NO,35,YES,YES,DSL,YES,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,55.25,1924.1,NO,0
5087-SUURX,FEMALE,NO,YES,NO,18,NO,NO PHONE SERVICE,DSL,NO,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,39.05,669.85,YES,1
2302-OUZXB,MALE,NO,YES,NO,72,YES,YES,DSL,NO,YES,YES,NO,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),82.15,5784.3,NO,0
8133-ANHHJ,FEMALE,YES,NO,NO,49,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,YES,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),103.0,5166.2,NO,0
2270-CHBFN,FEMALE,NO,YES,NO,44,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),95.1,4060.55,NO,0
0013-EXCHZ,FEMALE,YES,YES,NO,3,YES,NO,FIBER OPTIC,NO,NO,NO,YES,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,83.9,267.4,YES,1
5982-FPVQN,FEMALE,NO,YES,YES,37,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,95.15,3532.85,NO,0
9107-UKCKY,MALE,NO,YES,NO,61,YES,YES,DSL,NO,YES,YES,NO,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,79.8,4914.8,NO,0
4654-ULTTN,MALE,NO,YES,NO,70,YES,YES,DSL,YES,NO,YES,YES,NO,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),74.8,5315.8,NO,0
5550-VFRLC,FEMALE,YES,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,69.85,69.85,YES,1
5546-BYZSM,FEMALE,NO,NO,NO,41,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,20.45,775.6,NO,0
1492-KGETH,MALE,NO,YES,YES,70,YES,YES,DSL,YES,YES,YES,YES,NO,YES,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),78.35,5445.95,NO,0
4929-BSTRX,FEMALE,NO,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,53.55,53.55,YES,1
4163-HFTUK,MALE,NO,NO,NO,51,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,ELECTRONIC CHECK,19.1,1007.8,NO,0
8215-NGSPE,FEMALE,NO,YES,YES,42,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,TWO YEAR,NO,MAILED CHECK,20.0,833.55,NO,0
2225-ZRGSG,FEMALE,NO,YES,YES,70,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),93.9,6579.05,YES,1
8859-YSTWS,MALE,NO,NO,NO,48,YES,NO,NO,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,NO INTERNET SERVICE,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),19.95,1004.5,NO,0
